Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Grilled Provoleta Cheese Recipe,https://www.seriouseats.com/grilled-provoleta-cheese-recipe,,0,4,15 mins,0,0,0,0
Guava and Cream Cheese Pastelitos Recipe,https://www.seriouseats.com/guava-and-cream-cheese-pastelitos-recipe,,0,8,45 mins,0,0,0,0
Meet the Empanadas of Latin America,https://www.seriouseats.com/types-of-empanadas-saltenas-corn-flour-plantain-viento-latin-american-food,,0,0,0,0,0,0,0
Salteñas (Bolivian Hand Pies Filled With Chicken Stew) Recipe,https://www.seriouseats.com/saltenas-bolivian-hand-pies-filled-with-chicken-stew,"2 1/2 pounds (1.13kg) chicken wings,1/2 small onion (5.3 ounces; 150g), roughly chopped,2 cloves garlic (1/2 ounce; 12g), smashed,1 medium red bell pepper (8.2 ounces; 230g), roughly chopped,2 tablespoons reserved chicken fat (1 ounce; 30g),4 chicken thighs (about 1.8 pounds; 800g),Kosher salt,1 medium onion (10.7 ounces; 300g), chopped into 1/4 inch dice,2 cloves garlic (1/2 ounce; 12g), minced finely,1 teaspoon aji panca powder (or 1/2 teaspoon cayenne), see note,1 teaspoon ground cumin,1/2 teaspoon hot paprika,1 tablespoon dried oregano,1/4 teaspoon black pepper,1 medium russet potato (5 ounces; 140g), peeled and chopped into 1/2-inch dice,1/2 cup golden raisins (3.2 ounces; 90g),1/2 cup frozen peas (3.5 ounces; 100g),1 cup unsalted butter (8 ounces; 226g),2 teaspoons annatto powder,3 3/4 cups all-purpose flour (1 pound; 454g),2 teaspoons (.5 ounce; 12g) Diamond crystal kosher salt; for table salt, use about half as much by volume or the same by weight,6 tablespoons sugar (2.7 ounces; 75g),3 large hard-boiled eggs, quartered,9 black olives, halved,1 large egg white",0,9,24 hrs,638,25,65,31
Vigorón or Chicharrón con Yucca (Yucca and Pork Rinds) Recipe,https://www.seriouseats.com/vigoron-or-chicharron-con-yuca-yuca-and-pork-rinds-recipe,,0,6,75 mins,0,0,0,0
Argentinian Brisket With Chimichurri From 'Joy of Kosher',https://www.seriouseats.com/argentinean-brisket-with-chimichurri-from-joy-of-kosher,"2 tablespoons paprika,2 tablespoons ground cumin (omit for Passover),1 tablespoon kosher salt,1 tablespoon dried oregano,1 tablespoon garlic powder,1 teaspoon cayenne pepper,1 (3 1/2 pound) brisket,3 tablespoons canola oil (use olive oil for Passover),1 cup beef broth, such as Manischewitz All Natural Beef Broth,2 tablespoons red wine vinegar,1 1/2 cups chopped fresh parsley leaves,1 tablespoon dried oregano,3 garlic cloves, smashed,Grated zest and juice of 1 lemon,1 tablespoon red wine vinegar,1 teaspoon kosher salt,1/2 teaspoon freshly ground black pepper,1 teaspoon red pepper flakes (optional),1/2 cup extra-virgin olive oil",0,8,2 hrs 40 mins,625,44,6,47
"The Asado Burger: All the Flavors of the Argentine Grill, on Bread",https://www.seriouseats.com/how-to-make-argentine-asado-chimichurri-provolone-burger,,0,0,0,0,0,0,0
Alfajores de Chocolate (Argentine Chocolate-Dulce de Leche Sandwich Cookies) Recipe,https://www.seriouseats.com/dulces-alfajores-de-chocolate-havanna-recipe,"1 tablespoon brandy or cognac,2 teaspoons instant coffee,3/4 teaspoon almond extract,1/2 teaspoon vanilla extract,6 ounces (12 tablespoons) unsalted butter, softened,2/3 cup sugar,1/2 cup confectioners' sugar,1/2 teaspoon finely grated orange zest,2 large eggs, at room temperature,4 teaspoons honey,1 cup all-purpose flour, plus additional for shaping dough,1 cup cake flour,2 tablespoons cocoa powder,1 teaspoon baking powder,1/4 teaspoon salt,2 (13.4-ounce) cans dulce de leche (see notes),12 ounces semisweet chocolate, finely chopped (see notes),4 ounces bittersweet chocolate (60% cacao), finely chopped (see notes),2 tablespoons vegetable shortening",0,18,2 hrs,366,6,51,17
Fried Plantain Chips Recipe,https://www.seriouseats.com/fried-plantain-chips,"2 green plantains,Vegetable oil, for frying (about 2 cups/475ml),Kosher salt",0,8,25 mins,149,0,19,9
Tea Time: How to Steep Yerba Mate,https://www.seriouseats.com/what-is-yerba-mate-how-to-brew-mate,,0,0,0,0,0,0,0
Buñuelos de Yuca y Queso (Yuca and Cheese Fritters) Recipe,https://www.seriouseats.com/dulces-bunuelos-de-yuca-y-queso-yuca-and-cheese-fritters,"8 cups vegetable oil,1 1/2 pounds yuca root (see notes),8 ounces queso duro or haloumi (see notes), finely grated,3 large eggs, beaten,1 teaspoon baking powder,1/4 teaspoon salt,1/2 cup sugar,1/3 cup packed dark brown sugar,1/2 cup water,1 cinnamon stick,1 teaspoon whole cloves",0,24,60 mins,163,3,18,9
Pollo Campero–Seasoned Fried Plantain Chips Recipe,https://www.seriouseats.com/plaintain-chips-pollo-campero-seasoning,"2 teaspoons seasoning salt, such as Lawry's,1 teaspoon freshly ground black pepper,1 teaspoon white pepper,1/2 teaspoon cumin,1/2 teaspoon curry powder,1/2 teaspoon paprika,1/2 teaspoon MSG (optional),1/4 teaspoon cayenne,2 green plantains,Vegetable oil, for frying (about 2 cups/475ml),Kosher salt",0,8,25 mins,153,1,19,9
"Cheesy Bread Is Absurdly Good, No Matter What You Call It",https://www.seriouseats.com/cunapespao-de-queijo,,0,0,0,0,0,0,0
Turrón de Chocolate (Chocolate Biscuit Cake) Recipe,https://www.seriouseats.com/dulces-turron-de-chocolate-chocolate-biscuit-cake-recipe,,0,12,4 hrs 30 mins,0,0,0,0
Maduros en Gloria (Sweet Plantain Casserole) Recipe,https://www.seriouseats.com/maduros-en-gloria-sweet-plantain-casserole-recipe,,0,6,60 mins,0,0,0,0
Roasted Sweet Plantains With Cream and Cinnamon Recipe,https://www.seriouseats.com/latin-cuisine-roasted-sweet-plantain-cream-cinnamon-recipe,,0,4,30 mins,0,0,0,0
Churros de Queso (Cheese Churros) Recipe,https://www.seriouseats.com/churros-de-queso-cheese-churros-recipe,,0,0,90 mins,0,0,0,0
"Grapes of the Amazon: Like the Mangosteen, But Way Better",https://www.seriouseats.com/exotic-fruits-grapes-of-the-amazon-uvas-amazon,,0,0,0,0,0,0,0
This Bright Grapefruit Pitcher Drink Is Your Passport to a Good Time,https://www.seriouseats.com/this-bright-grapefruit-pitcher-drink-is-your-passport-to-a-good-time,,0,0,0,0,0,0,0
Vegan: Fried Green Plantains With Guacamole,https://www.seriouseats.com/vegan-fried-green-plantains-patacones-recipe-with-guacamole-tomatoes-avocado-2,,0,0,0,0,0,0,0
Latin American Cuisine: Vigorón or Chicharrón con Yuca (Yuca and Pork Rinds),https://www.seriouseats.com/latin-american-cuisine-vigoron-or-chicharron-con-yuca-yuca-and-pork-rinds,,0,0,0,0,0,0,0
Dulces: Guava and Cream Cheese Pastelitos,https://www.seriouseats.com/guava-and-cream-cheese-pa,,0,0,0,0,0,0,0
Dulces: Turrón de Chocolate (Chocolate Biscuit Cake),https://www.seriouseats.com/dulces-turron-de-chocolate-chocolate-biscuit-cake,,0,0,0,0,0,0,0
Dulces: Bocaditos de Corn Flakes y Leche Condensada (Corn Flake Clusters),https://www.seriouseats.com/dulces-bocaditos-de-corn-flakes-y-leche-condensada-cereal-clusters-corn-flake-krispy-treats-latin-american-snack,,0,0,0,0,0,0,0
Hearts of Palm Salsa,https://www.seriouseats.com/hearts-of-palm-salsa-5193125,"1 pound (450g) ripe plum tomatoes (about 5 tomatoes), cut into 1/4-inch dice,1 teaspoon (4g) Diamond Crystal kosher salt, plus more for seasoning; for table salt, use half as much by volume or equal amount by weight,One 14-ounce (400g) can hearts of palm, drained and cut into 1/4-inch dice,1/4 red onion (about 2 ounces; 60g), finely diced,2 medium garlic cloves (10g), finely grated or minced,1 jalapeño chile (about 1 1/2 ounces; 45g), stemmed, seeded, and finely diced,1/4 cup (12g) roughly chopped fresh cilantro leaves,1 tablespoon (15ml) fresh lime juice from 1 lime,Tortilla chips, for serving (optional)",0,16,40 mins,16,1,3,0
Hardcore Feijoada Recipe,https://www.seriouseats.com/hardcore-feijoada-brazilian-stew-pork-beans-recipe,"1 pound dried black beans, picked over,Kosher salt,1 pound salted pig parts - ears, trotters, salted pork fatback, slab bacon (see note), cut into 1/2 to 1-inch pieces, rinsed of excess salt,1 pound linguiça, longaniza, or South American chorizo (or a mix), cut into 1/2-inch thick slices,1/2 pound carne do sol or corned beef, cut into 1/2 to 1-inch chunks (optional),1 large onion, diced fine,1 green bell pepper, core and seeds discarded, diced fine,6 scallions, white and light green parts only, sliced fine,1/2 cup chopped fresh cilantro leaves,1 large tomato, finely diced,3 bay leaves,Cooked rice,Orange wedges,Sauteed kale or shredded cabbage,Hot sauce,Farofa (see note)",0,8,0 mins,847,23,52,61
Brazilian-style Peel And Eat Shrimp with Fried Garlic (Camarao ao Alho) Recipe,https://www.seriouseats.com/brazilian-style-peel-and-eat-shrimp-with-fried-garlic-camarao-ao-alho-recipe,,0,4,15 mins,0,0,0,0
"How to Make Feijoada, the Brazilian Stew of Pork and Beans",https://www.seriouseats.com/feijoada-brazilian-stew-pork-beans,,0,0,0,0,0,0,0
Grilling With Vinegar: Whole Fish Gets the Churrascaria Treatment,https://www.seriouseats.com/grilling-with-vinegar-whole-fish-brazilian-molho,,0,0,0,0,0,0,0
Latin American Cuisine: Brazilian-style Peel And Eat Shrimp with Fried Garlic (Camarão a Alho),https://www.seriouseats.com/latin-american-cuisine-brazilian-style-peel-and-eat-shrimp-with-garlic-camarao-a-alho,,0,0,0,0,0,0,0
Brazilian Lemonade (With Limes and Condensed Milk) Recipe,https://www.seriouseats.com/brazilian-lemonade-with-limes-and-condensed-milk-recipe,,0,6,15 mins,0,0,0,0
Peruvian Tiradito With Aji Amarillo and Lime Recipe,https://www.seriouseats.com/peruvian-tiradito-with-aji-amarillo-and-lime,"8 ounces (225g) frozen ají amarillo peppers (about 6 peppers) or 1/2 cup (120ml) ají amarillo paste (see note),6 ounces (170g) sashimi-grade fish, such as salmon, yellowtail (hamachi), fluke, or corvina,3/4 cup (180ml) fresh lime juice from about 10 limes,2 medium cloves garlic,One 1-inch knob peeled fresh ginger (about 1/3 ounce; 10g),Kosher salt,1 teaspoon minced fresh cilantro leaves and tender stems,Choclo and/or cooked and peeled sweet potato rounds, for garnish (optional; see note)",0,4,30 mins,114,9,7,6
Peruvian Fried Seafood Platter With Lime-Marinated Onion and Tomato Salad (Jalea) Recipe,https://www.seriouseats.com/jalea-peruvian-fried-seafood-salsa-criolla-recipe,"1/2 large red onion, very thinly sliced,2 medium plum tomatoes, diced,1/4 cup loosely packed chopped cilantro leaves and tender stems,1 fresh aji amarillo pepper, stemmed, seeded, and minced (see note),1 medium clove garlic, minced,1/4 cup fresh juice from 3 limes,Kosher salt,1 1/2 to 2 quarts peanut, canola, or vegetable oil,4 1/2 cups all-purpose flour, divided,3/4 cup cornstarch,1 1/2 teaspoons baking powder,Kosher salt and freshly ground black pepper,1/2 teaspoon paprika,2 cups light beer, divided,1/2 pound skinned and boned firm white-fleshed fish, such as halibut, wild striped bass, or cod, sliced into 1 1/2- by 1-inch pieces,1/2 pound shelled and deveined large shrimp,1/3 pound cleaned squid bodies and tentacles, bodies sliced crosswise into 1/2-inch rings,1 recipe Fried Yuca With Spicy Mayo, for serving",0,4,60 mins,677,48,62,24
Causa (Peruvian Cold Mashed Potato Casserole With Tuna or Chicken) Recipe,https://www.seriouseats.com/causa-peruvian-cold-mashed-potato-casserole-with-tuna-or-chicken,"4 1/4 pounds (2kg) russet or Yukon gold potatoes (about 6 russets or 8 Yukon golds),Frozen aji amarillo peppers or a jar of aji amarillo paste (see note),2/3 cup (160ml) vegetable or corn oil,4 to 5 tablespoons (60 to 75ml) fresh lime juice from 2 limes,Kosher salt,Two 5-ounce (140g) cans tuna in olive oil, drained (or 10 ounces/280g shredded roast chicken meat),One-quarter of a 12-ounce white onion, finely minced (about 1/3 cup minced),1/2 cup homemade or store-bought mayonnaise (4 ounces/110g), plus more if desired,Diced poached shrimp, sliced avocado, pitted black olives, minced fresh herbs (such as chives), diced or thinly sliced seeded tomatoes, or other ingredients to garnish your causa",0,6,60 mins,765,23,77,42
Picante de Cuy Mentiroso (Fibbing Guinea Pig) From Ceviche: Peruvian Kitchen,https://www.seriouseats.com/picante-de-cuy-mentiroso-fibbing-guinea-pig-from-ceviche-peruvian-kitchen-recipe,"1 rabbit, 3 1/2 to 4 1/2 pounds (1.5 to 2 kg), cut into serving pieces,4 cloves garlic, crushed,1 tablespoon ground cumin,1 teaspoon dried oregano,2 tablespoons olive oil,2 tablespoons olive oil,1 red onion, finely chopped,1 tablespoon Amarillo Chile Paste,1 tablespoon Panca Chile Paste,7 tablespoons (100ml) white wine,1 cup (250ml) good-quality chicken stock,1/3 cup (50g) roasted peanuts, ground,12 new potatoes,1 tablespoon finely chopped flat-leaf parsley,Salt and freshly ground black pepper",0,4,4 hrs,733,55,52,33
Green Peruvian Dipping Sauce (aka Aji Amarillo Sauce) Recipe,https://www.seriouseats.com/aji-amarillo-green-peruvian-sauce-recipe,"2 fresh jalapeños, including seeds and ribs, roughly chopped,1 tablespoon aji amarillo paste (see notes),1 cup freshly picked cilantro leaves and small stems,2 tablespoons grated cotija cheese or Parmesan cheese,1 medium clove garlic, minced (about 1 teaspoon),1 tablespoon vegetable oil,1 teaspoon white vinegar,1/2 teaspoon juice from 1 lime,1/2 cup mayonnaise,Kosher salt and freshly ground black pepper",4,8,5 mins,118,1,1,12
Peruvian Jalea is the Fried Seafood Dish to Rule Them All,https://www.seriouseats.com/how-to-make-peruvian-jalea-fried-mixed-seafood,,0,0,0,0,0,0,0
Peruvian-Style Grilled-Chicken Sandwiches With Spicy Green Sauce Recipe,https://www.seriouseats.com/peruvian-style-grilled-chicken-sandwiches-recipe,"3 medium cloves garlic, roughly chopped,4 teaspoons (15g) kosher salt,2 tablespoons ground cumin,2 tablespoons paprika,1 teaspoon freshly ground black pepper,2 tablespoons (30ml) white vinegar,2 tablespoons (30ml) vegetable or canola oil,4 boneless, skinless chicken breasts (5 to 7 ounces/140 to 200g each), cut into 8 cutlets,3 whole jalapeño chiles, roughly chopped (see notes),1 tablespoon (15ml) ají amarillo pepper paste (optional; see notes),1 cup (1 ounce) fresh cilantro leaves,2 medium cloves garlic,1/2 cup (120ml) mayonnaise,1/4 cup (60ml) sour cream,2 teaspoons (10ml) fresh juice from 1 lime,1 teaspoon (5ml) distilled white vinegar,1/4 cup (60ml) extra-virgin olive oil,Kosher salt and freshly ground black pepper,4 sturdy buns, such as telera or ciabatta,2 ripe avocados, halved, pitted, and flesh scooped,Thinly sliced red onion,Crisp lettuce leaves, such as romaine",10,4,60 mins,1054,54,46,75
My Search for the Green Peruvian Aji Sauce Recipe,https://www.seriouseats.com/peruvian-aji-amarillo-green-sauce-recipe-pio-pio-restaurant-nyc,,0,0,0,0,0,0,0
Don Ceviche (Sea Bass Ceviche) From 'Ceviche: Peruvian Kitchen',https://www.seriouseats.com/don-ceviche-sea-bass-ceviche-from-ceviche-peruvian-kitchen,"1/4 inch (5 mm) piece fresh ginger, cut in half,1 small clove garlic, cut in half,1 cup roughly chopped cilantro sprigs,8 limes, juiced,1/2 teaspoon salt,2 teaspoons Amarillo Chile Paste,1 large red onion, very thinly sliced,1 1/3 pounds (600g) sea bass fillet (or other white fish), skinned and trimmed,Amarillo Chile Tiger's Milk (above),A few cilantro sprigs, leaves finely chopped,1 limo chile, seeded and finely chopped,1 sweet potato, cooked and cut into small cubes,Fine sea salt",0,4,30 mins,374,40,45,4
Ceviche And The Science Of Marinades | The Food Lab,https://www.seriouseats.com/the-food-lab-ceviche-and-the-science-of-marin,,0,0,0,0,0,0,0
Aji Amarillo Sauce Recipe,https://www.seriouseats.com/kidney-beans-stewed-with-aji-amarillo-sauce-recipe,,0,0,55 mins,0,0,0,0
"Ensalada Miraflores (Corn, Bean, and Cheese Salad) From 'Ceviche: Peruvian Kitchen'",https://www.seriouseats.com/ensalada-miraflores-corn-bean-and-cheese-salad-from-ceviche-peruvian-kitchen,,0,4,30 mins,0,0,0,0
The Drink of the Gods: An Introduction to Pulque,https://www.seriouseats.com/introduction-to-pulque,,0,0,0,0,0,0,0
The History of Hibiscus Drinks in the African Diaspora,https://www.seriouseats.com/hibiscus-african-diaspora,,0,0,0,0,0,0,0
The Best Fried Chicken on the Planet: An Opinionated World Tour,https://www.seriouseats.com/the-best-fried-chicken-on-the-planet-world-tour,,0,0,0,0,0,0,0
A Beginner's Guide to South African Wine,https://www.seriouseats.com/introduction-south-african-wine,,0,0,0,0,0,0,0
How to Cook Frozen Dumplings,https://www.seriouseats.com/how-to-cook-frozen-dumplings-boil-steam-microwave-fry,,0,0,0,0,0,0,0
The Serious Eats Guide to Shopping for Asian Noodles,https://www.seriouseats.com/asian-noodle-shopping-guide,,0,0,0,0,0,0,0
A Guide to Soy Sauce Varieties,https://www.seriouseats.com/do-you-know-your-soy-sauces-japanese-chinese-indonesian-differences,,0,0,0,0,0,0,0
"How to Buy, Season, and Care for a Wok",https://www.seriouseats.com/equipment-how-to-buy-a-wok-which-wok-is-the-best,,0,0,0,0,0,0,0
The Garifuna Diaspora Celebrates 223 Years of its Cuisine,https://www.seriouseats.com/garifuna-cuisine-history-hudutu,,0,0,0,0,0,0,0
How to Stock a Jamaican Kitchen,https://www.seriouseats.com/jamaican-essential-ingredients,,0,0,0,0,0,0,0
The Serious Eats Guide to Rum,https://www.seriouseats.com/guide-to-rum-basics-types-history-regions-terms-rum-cocktails,,0,0,0,0,0,0,0
Jamaica: Learning the Secrets of Authentic Jerk Chicken,https://www.seriouseats.com/learning-the-secrets-of-authentic-jerk-chicken-jamaica,,0,0,0,0,0,0,0
The Garifuna Diaspora Celebrates 223 Years of its Cuisine,https://www.seriouseats.com/garifuna-cuisine-history-hudutu,,0,0,0,0,0,0,0
The Serious Eats Guide to Tequila,https://www.seriouseats.com/serious-eats-guide-to-tequila-what-is-mixto-reposado-anejo-how-tequila-is-made,,0,0,0,0,0,0,0
Hearts of Palm Salsa,https://www.seriouseats.com/hearts-of-palm-salsa-5193125,"1 pound (450g) ripe plum tomatoes (about 5 tomatoes), cut into 1/4-inch dice,1 teaspoon (4g) Diamond Crystal kosher salt, plus more for seasoning; for table salt, use half as much by volume or equal amount by weight,One 14-ounce (400g) can hearts of palm, drained and cut into 1/4-inch dice,1/4 red onion (about 2 ounces; 60g), finely diced,2 medium garlic cloves (10g), finely grated or minced,1 jalapeño chile (about 1 1/2 ounces; 45g), stemmed, seeded, and finely diced,1/4 cup (12g) roughly chopped fresh cilantro leaves,1 tablespoon (15ml) fresh lime juice from 1 lime,Tortilla chips, for serving (optional)",0,16,40 mins,16,1,3,0
Gallopinto (Nicaraguan Rice and Beans) Recipe,https://www.seriouseats.com/gallopinto-nicaraguan-rice-and-beans-recipe,"1 (16-ounce) bag dried small red or black beans,Salt,7 garlic cloves, peeled,1/4 cup vegetable oil, divided,1 medium yellow onion, finely chopped (about 1 cup), divided,1 1/2 cups long-grain white rice,3 cups water or low-sodium chicken broth,1/2 green bell pepper, cored and seeded",4,8,26 hrs 35 mins,307,15,45,8
This Italian Pantry Pasta Recipe Has Endless Variations,https://www.seriouseats.com/spaghetti-alla-carrettiera,,0,0,0,0,0,0,0
The Serious Eats Guide to British Sweets,https://www.seriouseats.com/the-serious-eats-guide-to-british-sweets,,0,0,0,0,0,0,0
A Guide to Manchego Cheese Varieties,https://www.seriouseats.com/guide-to-manchego-spanish-sheeps-milk-cheese,,0,0,0,0,0,0,0
Your Guide to the Hard Cheeses of Europe,https://www.seriouseats.com/your-guide-to-the-hard-cheeses-of-europe,,0,0,0,0,0,0,0
Know Your Tahini: The Many Sides of a Sesame Powerhouse,https://www.seriouseats.com/all-about-what-is-tahini,,0,0,0,0,0,0,0
"When Family is Far, Food Offers a Sense of Belonging During Ramadan",https://www.seriouseats.com/when-family-is-far-food-brings-comfort-during-ramadan-5184258,,0,0,0,0,0,0,0
The 25 Best Things I Ate in Israel,https://www.seriouseats.com/snapshots-from-israel-best-things-i-ate-tel-aviv-jerusalem,,0,0,0,0,0,0,0
Serious Entertaining: Israeli Breakfast,https://www.seriouseats.com/serious-entertaining-israeli-breakfast-recipes,,0,0,0,0,0,0,0
Strawberries and Cream Pavlova Recipe,https://www.seriouseats.com/pavlova-meringue-cake-with-strawberries-and-whipped-cream-recipe,"1 1/2 cups (10 1/2 ounces) plus 2 tablespoons granulated sugar, divided,2 tablespoons cornstarch,6 large egg whites,2 teaspoons cream of tartar,Pinch salt,4 teaspoons vanilla extract, divided,1/2 cup (2 ounces) ground almonds,1/2 cup (1 1/2 ounces) sliced almonds,2 pints strawberries, washed, sliced,1 pint heavy cream,Confectioners' sugar to dust cake",0,10,3 hrs,393,6,44,23
"How to Trick out Pavlova, the Easiest, Classiest Fruit Dessert for a Crowd",https://www.seriouseats.com/how-to-make-pavlova-meringue-garnish-fancy-fruit-dessert-tips,,0,0,0,0,0,0,0
A Beginner's Guide to New Zealand Wine,https://www.seriouseats.com/introduction-new-zealand-wine-sauvignon-blanc,,0,0,0,0,0,0,0
Noosa Yoghurt: Australian-Style Yogurt Gets In On The Game,https://www.seriouseats.com/noosa-yoghurt-awesome-new-aussie-style-yogurt-from-colorado,,0,0,0,0,0,0,0
Essential Peruvian Food: 10 Must-Eat Dishes to Seek Out,https://www.seriouseats.com/essential-peruvian-cuisine,,0,0,0,0,0,0,0
Spice Hunting: Aji Amarillo,https://www.seriouseats.com/spice-hunting-aji-amarillo-chile,,0,0,0,0,0,0,0
The Serious Eats Guide to Cachaça,https://www.seriouseats.com/what-is-cachaca-how-its-made-taste-versus-rum,,0,0,0,0,0,0,0
18 Essential South American Desserts,https://www.seriouseats.com/south-american-desserts-brazil-argentina-uruguay-peru-sweets-pastry-ice-cream,,0,0,0,0,0,0,0
Spaghetti With Canned-Clam Sauce Recipe,https://www.seriouseats.com/spaghetti-with-canned-clam-sauce,"4 tablespoons (60g) unsalted butter, cut into 4 pieces and divided,2 celery ribs (5 oz; 140g), peeled (optional) and cut into small dice,2 medium shallots (60g), minced,1/2 cup (30g) finely chopped fresh parsley leaves, divided,4 medium garlic cloves (15g), finely minced,1 fresh green Thai chile (4g), thinly sliced (optional, see note),Freshly ground black pepper,Two (8-ounce; 237ml) bottles clam juice,Two (6.5-ounce; 184g) cans chopped or minced clams, clams and liquid divided,1 lb (450g) spaghetti,1 teaspoon (5ml) soy sauce,Kosher salt,Celery leaves (pale yellow-green leaves from the celery heart), for garnish,Lemon wedges, for serving",10,4,15 mins,442,32,46,14
Nigerian Beef Suya (Spiced Grilled Skewers) Recipe,https://www.seriouseats.com/nigerian-beef-suya,"1/2 cup (spooned) roasted groundnut/peanut butter powder (40g) (see note),1 tablespoon (5g) ground ginger,1 tablespoon (8g) sweet paprika,1 tablespoon (10g) onion powder,1 tablespoon (9g) Diamond Crystal kosher salt; if using table salt, use half as much by volume,1 teaspoon (4g) garlic powder,1 teaspoon cayenne pepper,1/2 teaspoon ground grains of selim or grains of paradise (optional; see note),1/2 teaspoon ground (African) cubeb pepper (see note),1/4 teaspoon ground cloves,1 pound (450g) beef flank or sirloin steak (see note),3 tablespoons (45ml) peanut oil, or neutral-flavored oil, such as canola,Red onions, thinly sliced,Tomatoes,Limes, halved,Crisp lettuce,Coriander leaves",0,12,3 hrs,145,14,8,7
Cuban-Style Pollo a la Plancha (Marinated and Griddled Chicken) Recipe,https://www.seriouseats.com/cuban-style-pollo-a-la-plancha-marinated-and-griddled-chicken,"6 medium cloves garlic,1/4 cup (60ml) freshly squeezed orange juice (from about 1 orange),1/4 cup (60ml) freshly squeezed lime juice (from about 2 limes),1 1/2 teaspoons ground cumin,1 1/2 teaspoons dried oregano,1 teaspoon freshly ground black pepper,1/2 teaspoon ground allspice (optional),Kosher salt,4 boneless, skinless chicken breast halves (about 10 ounces; 285g each) or 8 chicken cutlets,1 tablespoon (15ml) neutral oil such as canola or vegetable, plus more as needed,1 large white or yellow onion (about 3/4 pound; 340g); sliced crosswise into 1/4 inch thick rings,Cooked long-grain rice and black beans, for serving,Picked cilantro leaves, for serving,Lime wedges, for serving",11,4,85 mins,775,94,58,16
"A History of the Drive-Thru, From California to Coronavirus",https://www.seriouseats.com/drive-thru-history,,0,0,0,0,0,0,0
A 'Typical' Breakfast in ... South Africa,https://www.seriouseats.com/what-is-a-typical-breakfast-in-south-africa,,0,0,0,0,0,0,0
"How to Buy, Season, and Care for a Wok",https://www.seriouseats.com/equipment-how-to-buy-a-wok-which-wok-is-the-best,,0,0,0,0,0,0,0
The Serious Eats Field Guide to Asian Greens,https://www.seriouseats.com/asian-green-guide,,0,0,0,0,0,0,0
Top 10 Instant Noodles from Around the World,https://www.seriouseats.com/ramen-rater-top-10-noodles-around-the-world,,0,0,0,0,0,0,0
Make Your Own Just-Add-Hot-Water Instant Noodles (and Make Your Coworkers Jealous) | The Food Lab,https://www.seriouseats.com/diy-instant-noodle-cups-food-lab,,0,0,0,0,0,0,0
Seriously Asian: The Yardlong Bean,https://www.seriouseats.com/seriously-asian-the-yardlong-bean,,0,0,0,0,0,0,0
An Illustrated Tour of Ice Cream Styles Around the World,https://www.seriouseats.com/ice-cream-style-guide,,0,0,0,0,0,0,0
Beyond Potstickers: Around the World in Dumplings,https://www.seriouseats.com/dumpling-types-around-the-world,,0,0,0,0,0,0,0
Seriously Asian: Luffa,https://www.seriouseats.com/seriously-asian-luffa-chinese-okra-silk-squash,,0,0,0,0,0,0,0
Around the World in Pancakes,https://www.seriouseats.com/pancakes-around-the-world,,0,0,0,0,0,0,0
"Snapshots from Asia: Tropical Fruit Feast; Tong Sui, Sea Coconut, and Toddy Palm Fruit",https://www.seriouseats.com/snapshots-asia-tropical-fruit-sea-coconut-toddy-palm-fruit-tong-sui,,0,0,0,0,0,0,0
Seriously Asian: Holiday Dumpling Making,https://www.seriouseats.com/seriously-asian-dumpling-making-tips-dough-cooking-pasta-machines,,0,0,0,0,0,0,0
19 Savory Drinking Snacks From Around the World,https://www.seriouseats.com/savory-snacks-international,,0,0,0,0,0,0,0
Around the World in Booze: 8 Favorites to Seek Out,https://www.seriouseats.com/lesser-known-spirits-around-world-sotol-raicilla-bacanora-poitin-aquavit,,0,0,0,0,0,0,0
"The Best Cooking Chopsticks Are Cheap, Durable, and Wildly Versatile",https://www.seriouseats.com/cooking-chopsticks-best-tool,,0,0,0,0,0,0,0
The Serious Eats Guide to Rum,https://www.seriouseats.com/guide-to-rum-basics-types-history-regions-terms-rum-cocktails,,0,0,0,0,0,0,0
Jamaica: Learning the Secrets of Authentic Jerk Chicken,https://www.seriouseats.com/learning-the-secrets-of-authentic-jerk-chicken-jamaica,,0,0,0,0,0,0,0
Quick-Pickled Rhubarb With Lemongrass and Ginger Recipe,https://www.seriouseats.com/quick-pickled-rhubarb-lemongrass-ginger-recipe,,0,0,30 mins,0,0,0,0
Asparagus alla Milanese (Poached Asparagus With Fried Egg and Parmesan Cheese) Recipe,https://www.seriouseats.com/asparagus-alla-milanese-poached-asparagus-with-fried-egg-and-parmesan-cheese,"Kosher salt,1/2 pound (225g) asparagus, woody ends trimmed,1 large egg,1 1/2 tablespoons (22g) unsalted butter,Extra-virgin olive oil, for drizzling,Parmigiano-Reggiano cheese, for grating,Freshly ground black pepper",0,2,15 mins,260,10,7,22
Pan-Roasted Rack of Lamb Recipe,https://www.seriouseats.com/pan-roasted-rack-of-lamb,"Two 4-bone racks of lamb,Kosher salt and freshly ground black pepper,1 tablespoon (15ml) vegetable or canola oil,4 tablespoons (60g) unsalted butter,2 medium cloves garlic,A few fresh thyme sprigs",0,4,45 mins,465,31,1,38
