Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
"Meet Sotol, Tequila's Northern Cousin",https://www.seriouseats.com/meet-sotol-tequilas-northern-cousin-paul-clarke,,0,0,0,0,0,0,0
The Serious Eats Guide to Rum,https://www.seriouseats.com/guide-to-rum-basics-types-history-regions-terms-rum-cocktails,,0,0,0,0,0,0,0
The Serious Eats Guide to Bourbon,https://www.seriouseats.com/serious-eats-guide-to-bourbon-what-is-bourbon-history-whiskey-cocktails,,0,0,0,0,0,0,0
The Best New Spirits of 2016,https://www.seriouseats.com/best-new-spirits-booze-recommendations,,0,0,0,0,0,0,0
Blanco and Joven: Unaged Tequilas That Are Worth Drinking,https://www.seriouseats.com/blanco-joven-unaged-good-tequilas,,0,0,0,0,0,0,0
The Serious Eats Guide to Single Malt Scotch,https://www.seriouseats.com/what-is-single-malt-scotch-whisky-speyside-lowlands-highlands-islay-cocktail-101,,0,0,0,0,0,0,0
The Serious Eats Guide to Genever,https://www.seriouseats.com/serious-eats-guide-to-genever-what-is-jenever-history-production-bols,,0,0,0,0,0,0,0
The Serious Eats Guide to Cognac,https://www.seriouseats.com/serious-eats-guide-to-cognac-cocktail-101-what-is-cognac-brandy-how-is-cognac-made,,0,0,0,0,0,0,0
The Serious Eats Guide to Cachaça,https://www.seriouseats.com/what-is-cachaca-how-its-made-taste-versus-rum,,0,0,0,0,0,0,0
The Serious Eats Guide to Brandy,https://www.seriouseats.com/serious-eats-guide-to-brandy-what-is-cognac-armagnac-how-brandy-is-made,,0,0,0,0,0,0,0
The Serious Eats Guide to Rye Whiskey,https://www.seriouseats.com/guide-to-rye-whiskey-cocktail-101-basics-what-is-rye-how-is-it-made-brands,,0,0,0,0,0,0,0
The Serious Eats Guide to Irish Whiskey,https://www.seriouseats.com/guide-to-irish-whiskey-how-its-made-history-brands-jameson-bushmills-tullamore-dew,,0,0,0,0,0,0,0
5 Silver Tequilas You Should Try,https://www.seriouseats.com/best-blanco-tequila-silver-tequila-don-julio-partida-el-tesoro-siembra-azul-charbay-tequila-reviews,,0,0,0,0,0,0,0
"Roman-Style Spaghetti Alla Carrettiera (Tomato, Tuna, and Mushroom Pasta) Recipe",https://www.seriouseats.com/roman-style-spaghetti-alla-carrettiera-tomato-tuna-and-mushroom-pasta,"1 1/2 ounces (40g) dried porcini mushrooms,1 cup (235ml) boiling water,1/2 cup (120ml) extra-virgin olive oil, divided, plus more for finishing pasta,4 medium cloves garlic, minced,Large pinch red pepper flakes,1/4 cup plus 1 tablespoon finely minced fresh parsley leaves and tender stems, divided, plus more for garnish,One (28-ounce; 795g) can whole peeled tomatoes with liquid, thoroughly crushed,One (5-ounce; 140g) olive oil-packed tuna, preferably ventresca (tuna belly; see note), oil reserved,Kosher salt,1 pound (450g) dried spaghetti",8,6,40 mins,586,17,68,28
Sicilian-Style Spaghetti Alla Carrettiera (Fresh Tomato and Garlic Sauce) Recipe,https://www.seriouseats.com/sicilian-style-spaghetti-alla-carrettiera-fresh-tomato-and-garlic-sauce,"1 pound (450g) plum tomatoes (about 4 tomatoes),1/4 cup (60ml) extra-virgin olive oil, plus more for drizzling if needed,1/4 cup loosely packed, roughly chopped fresh basil leaves,3 medium cloves garlic, finely minced,1 large pinch red pepper flakes,Kosher salt,1 pound (450g) dried spaghetti,1/2 cup (1 1/4 ounces; 35g) lightly toasted panko breadcrumbs, divided,Grated Sicilian Pecorino or ricotta salata, for serving (optional)",0,4,25 mins,637,17,96,20
Pasta al Tonno (Pasta With Tomatoes and Tuna) Recipe,https://www.seriouseats.com/pasta-al-tonno,"3 tablespoons (45ml) extra-virgin olive oil,3 medium garlic cloves (15g), lightly crushed,1/4 teaspoon red pepper flakes,One 28-ounce (800g) can whole peeled tomatoes, coarsely crushed by hand,Kosher salt,1 teaspoon (5ml) fish sauce (optional),10 1/2 ounces (300g) olive oil-packed tuna, drained and gently flaked into 2-inch pieces (see note),12 ounces (340g) dried long pasta such as spaghetti, spaghettoni, bucatini, or linguine,1 packed cup (3/4 ounce; 25g) flat-leaf parsley leaves and tender stems, finely chopped",5,4,30 mins,543,28,73,16
46 Saucy Italian Pasta Dishes You Should Know and Love,https://www.seriouseats.com/essential-italian-pasta-sauces,,0,0,0,0,0,0,0
Essential Pantry Staples for Better Pasta,https://www.seriouseats.com/pasta-pantry-staples,,0,0,0,0,0,0,0
The Best Italian-American Tomato Sauce Recipe,https://www.seriouseats.com/the-best-slow-cooked-italian-american-tomato-sauce-red-sauce-recipe,"4 (28-ounce) cans whole peeled tomatoes, preferably imported D.O.P. San Marzano tomatoes (see notes),1/4 cup extra-virgin olive oil, plus more for finishing,4 tablespoons butter,8 cloves garlic, minced (about 3 tablespoons),1 teaspoon red pepper flakes,1 tablespoon dried oregano,1 medium carrot, cut into large chunks,1 medium onion, split in half,1 large stem fresh basil,Kosher salt and freshly ground black pepper,1 tablespoon fish sauce, such as Red Boat (optional),1/2 cup minced fresh parsley or basil leaves (or a mix of the two)",53,8,6 hrs 20 mins,185,4,16,14
The Best Fresh Tomato Sauce Recipe,https://www.seriouseats.com/the-best-fresh-tomato-sauce-for-pasta-recipe,"10 pounds (4.5kg) ripe plum tomatoes, preferably mixed varieties (such as Romas, Amish Pastes, and San Marzanos), cut into large chunks, plus 15 pounds (6.8kg) ripe mixed tomatoes, mostly plums with a small portion of other tomatoes (such as beefsteaks), cut into large chunks,3 tablespoons (45ml) extra-virgin olive oil, plus more for greasing,1 large yellow onion, minced (see note),3 medium cloves garlic, minced (see note),2 large sprigs fresh basil,1 small tomato plant cutting with about 5 leaves (optional),Kosher salt",21,24,4 hrs 15 mins,103,4,19,3
Treat Your Shelf: Pricey Pantry Ingredients We Think Are Worth It,https://www.seriouseats.com/ingredients-worth-the-splurge,,0,0,0,0,0,0,0
27 Quick and Easy Pasta Recipes,https://www.seriouseats.com/easy-pasta-recipes,,0,0,0,0,0,0,0
Creamy Garlic Pasta,https://www.seriouseats.com/creamy-garlic-pasta-5324331,,0,2,30 mins,0,0,0,0
How to Cook Italian Food Like an Italian,https://www.seriouseats.com/the-essential-steps-to-mastering-italian-cuisine,,0,0,0,0,0,0,0
"Colatura di Alici: What It Is, Why It’s Worth It, and How to Use It",https://www.seriouseats.com/italy-has-fish-sauce-too-get-to-know-colatura-di-alici,,0,0,0,0,0,0,0
33 Valentine's Day Recipes for a Romantic Dinner at Home,https://www.seriouseats.com/valentines-day-recipes,,0,0,0,0,0,0,0
The Feast of the Seven Fishes,https://www.seriouseats.com/feast-of-the-seven-fishes-menu-5212393,,0,0,0,0,0,0,0
"Pasta Alla Zozzona (Rigatoni With Sausage, Guanciale, and Egg Yolks) Recipe",https://www.seriouseats.com/pasta-alla-zozzona-rigatoni-with-sausage-and-egg-yolks,"3 large egg yolks (45g),2 ounces (60g) finely grated Pecorino Romano cheese, plus more for serving,Kosher salt and freshly ground black pepper,4 ounces (115g) guanciale (cured pork jowl) or pancetta, cut into 1/4-inch-thick batons (see note),6 ounces (170g) sweet or hot Italian sausage (2 links), removed from casing,1 small onion (about 4 ounces; 115g), finely chopped,Pinch red pepper flakes (optional),2 cups (500g) tomato passata (see note),12 ounces (340g) rigatoni",0,4,50 mins,609,26,37,39
The Best Slow-Cooked Bolognese Sauce Recipe,https://www.seriouseats.com/the-best-slow-cooked-bolognese-sauce-recipe,"1 quart (1L) homemade or store-bought low-sodium chicken stock,1 to 1 1/2 ounces powdered gelatin (4 to 6 packets; 30 to 45g), such as Knox (see note),1 (28-ounce; 800g) can peeled whole tomatoes, preferably San Marzano,1/2 pound (225g) finely minced chicken livers,1/4 cup (60ml) extra-virgin olive oil,1 pound (450g) ground beef chuck (about 20% fat),1 pound (450g) ground pork shoulder (about 20% fat),1 pound (450g) ground lamb shoulder (about 20% fat),kosher salt and freshly ground black pepper, divided,4 tablespoons (60g) unsalted butter,1/2 pound (225g) finely diced pancetta,1 large onion, finely minced (about 8 ounces; 225g),2 carrots, finely chopped (about 8 ounces; 225g),4 ribs celery, finely chopped (about 8 ounces; 225g),4 medium cloves garlic, minced,1/4 cup (about 25g) minced fresh sage leaves,1/2 cup (about 50g) minced fresh parsley leaves, divided,2 cups (475 ml) dry white or red wine,1 cup (235 ml) whole milk,2 bay leaves,1 cup (235 ml) heavy cream,3 ounces (85g) finely grated Parmesan cheese,2 tablespoons (30 ml) Vietnamese or Thai fish sauce, such as Red Boat,2 pounds dried or fresh pasta, preferably pappardelle, tagliatelle, or penne",43,10,3 hrs 55 mins,776,49,13,56
29 Labor Day Desserts for a Sweet Finish,https://www.seriouseats.com/labor-day-desserts,,0,0,0,0,0,0,0
25 Low-Sugar Baking Projects for Not-Too-Sweet Treats,https://www.seriouseats.com/low-sugar-baking-recipes,,0,0,0,0,0,0,0
An Insider's Guide to Tartine Bakery in San Francisco,https://www.seriouseats.com/tartine-bakery-what-to-order-best-pastry-san-francisco,,0,0,0,0,0,0,0
32 Chocolate Dessert Recipes for a Sweet Valentine’s Day,https://www.seriouseats.com/chocolate-valentines-day-desserts,,0,0,0,0,0,0,0
How Banana Pudding Became a Southern Icon,https://www.seriouseats.com/history-southern-banana-pudding,,0,0,0,0,0,0,0
No-Bake Dessert Recipes,https://www.seriouseats.com/no-bake-desserts,,0,0,0,0,0,0,0
"Essential Baking Ingredients for Cake, Cookies, Breads, and More",https://www.seriouseats.com/basic-essential-baking-ingredients,,0,0,0,0,0,0,0
How to Stock a Jamaican Kitchen,https://www.seriouseats.com/jamaican-essential-ingredients,,0,0,0,0,0,0,0
It's Always Morning Somewhere: My Favorite Breakfasts Around the World,https://www.seriouseats.com/best-savory-breakfasts-around-the-world-kenji,,0,0,0,0,0,0,0
14 Essential Sichuan Eats (Beyond Hot Pot) in Chengdu and Chongqing,https://www.seriouseats.com/what-to-eat-sichuan-chongqing-best-dishes,,0,0,0,0,0,0,0
A Tale of Two Cream Teas: Why the British Are Still Arguing Over Their Scones,https://www.seriouseats.com/british-cream-tea-correct-order-5225936,,0,0,0,0,0,0,0
Obsessed: Baking With an Artist's Palate,https://www.seriouseats.com/obsessed-katherine-cheng-frank-the-hobbyist,,0,0,0,0,0,0,0
Eating America: A Coast-to-Coast Culinary Road Trip With Jane and Michael Stern,https://www.seriouseats.com/roadfood-jane-michael-stern-best-bites-in-america,,0,0,0,0,0,0,0
The Serious Eats Glossary of New York Bread,https://www.seriouseats.com/where-to-get-the-best-bread-nyc,,0,0,0,0,0,0,0
The Serious Eats Field Guide to Chinese Pastries,https://www.seriouseats.com/chinese-bakery-pastries-buns-egg-tarts-guide,,0,0,0,0,0,0,0
You Asked The Food Lab 164 Questions. Here Are 164 Answers,https://www.seriouseats.com/the-food-lab-answers-questions-about-food-science,,0,0,0,0,0,0,0
A Guide to Different Types of Cheese You Should Know,https://www.seriouseats.com/cheeses-everyone-should-know,,0,0,0,0,0,0,0
Cheese Expert's Picks: 10 Essential Sheep Milk Cheeses to Know and Love,https://www.seriouseats.com/essential-sheep-milk-cheese,,0,0,0,0,0,0,0
Seriously Italian: In Praise of Pecorino,https://www.seriouseats.com/seriously-italian-in-praise-of-pecorino-cheese,,0,0,0,0,0,0,0
A Cheese Expert's Guide to 10 Essential Cheeses to Know and Love,https://www.seriouseats.com/cheese-expert-essential-cheeses,,0,0,0,0,0,0,0
Cheese 101: Southern Cheese Worth Seeking Out,https://www.seriouseats.com/best-southern-cheese,,0,0,0,0,0,0,0
Comté: How the Largest Small-Batch Cheese in France Is Made,https://www.seriouseats.com/comte-how-largest-small-batch-cheese-is-made-in-france,,0,0,0,0,0,0,0
Cheese 101: The Incredible Cheese From America's Heartland,https://www.seriouseats.com/cheese-101-best-midwestern-wisconsin-cheese,,0,0,0,0,0,0,0
Red Sangria Recipe,https://www.seriouseats.com/red-sangria-recipe-5443256,,0,8,2 hrs 20 mins,0,0,0,0
What You're Really Getting When You Buy Parmesan Cheese in America,https://www.seriouseats.com/best-parmesan-cheese-parmigiano-reggiano-labeling,,0,0,0,0,0,0,0
How the Northeast Set the Course of the American Cheese Industry,https://www.seriouseats.com/best-northeast-cheese-cabot,,0,0,0,0,0,0,0
The Serious Eats Cheese and Wine Pairing Cheat Sheet,https://www.seriouseats.com/guide-to-best-wine-for-cheese-pairing-cheat-sheet-party-cheese-plate-wine-advice,,0,0,0,0,0,0,0
L'Etivaz and the Microbial Terroir of Cheese,https://www.seriouseats.com/etivaz-swiss-alpage-cheese-microbial-terroir,,0,0,0,0,0,0,0
Filipino Food 101: Recipes to Get You Started,https://www.seriouseats.com/how-to-get-started-cooking-filipino-food-5270830,,0,0,0,0,0,0,0
From Pasture to Cheese Board: How Cowgirl Creamery Cheese Is Made,https://www.seriouseats.com/how-cowgirl-creamery-cheese-is-made-behind-scenes-red-hawk-mount-tam-california,,0,0,0,0,0,0,0
Staff Picks: The Cheeses We Go Crazy For,https://www.seriouseats.com/staff-picks-favorite-cheese,,0,0,0,0,0,0,0
Cheese 101: How 4 Simple Ingredients Yield 10 Zillion Different Cheeses,https://www.seriouseats.com/cheese-101-basic-ingredients-in-cheese-making,,0,0,0,0,0,0,0
Iceland: Behind the Scenes Tour of a Skyr Factory,https://www.seriouseats.com/behind-the-scenes-at-a-skyr-factory-iceland-yogurt-how-it-is-made,,0,0,0,0,0,0,0
"The Food Lab's Reading List, Day 18: Mark Kurlansky's Cod",https://www.seriouseats.com/the-food-labs-reading-list-day-18-mark-kurlan,,0,0,0,0,0,0,0
We Taste Tested 9 Popular Brands of Greek Yogurt—Here Were Our Favorites,https://www.seriouseats.com/best-greek-yogurts,,0,0,0,0,0,0,0
A Visit to Dubai's Fish Souk,https://www.seriouseats.com/dubai-sightseeing-fish-market-tour,,0,0,0,0,0,0,0
The Real History of Hushpuppies,https://www.seriouseats.com/real-history-myths-hushpuppies,,0,0,0,0,0,0,0
A Guide to Norwegian (and Some Swedish) Candy,https://www.seriouseats.com/a-guide-to-norwegian-and-some-swedish-candy,,0,0,0,0,0,0,0
Power Dining on Cape Cod: A Day In The Life of a Serious Eats Editor,https://www.seriouseats.com/power-dining-on-cape-cod-a-day-in-the-life-of-a-serious-eats-editor,,0,0,0,0,0,0,0
Meet the Empanadas of Latin America,https://www.seriouseats.com/types-of-empanadas-saltenas-corn-flour-plantain-viento-latin-american-food,,0,0,0,0,0,0,0
How I Got My Degree From Hot Dog University,https://www.seriouseats.com/behind-the-scenes-at-hot-dog-university-in-chicago,,0,0,0,0,0,0,0
A Tour of a Singaporean Wet Market,https://www.seriouseats.com/a-tour-of-a-singaporean-wet-market,,0,0,0,0,0,0,0
"A Chefs' Guide to Eating Out in Portland, Oregon",https://www.seriouseats.com/a-chefs-guide-to-portland-oregon-5181773,,0,0,0,0,0,0,0
A Chefs' Guide to Eating Out in Chicago,https://www.seriouseats.com/a-chefs-guide-to-eating-out-in-chicago-5181712,,0,0,0,0,0,0,0
Dispatches From the Silk Road: The Must-Try Uyghur Food of Kashgar,https://www.seriouseats.com/kashgar-uyghur-cuisine-silk-road-best-bites-travel,,0,0,0,0,0,0,0
"How to Stock a Moroccan Pantry: Harissa, Ras el Hanout, and More",https://www.seriouseats.com/essential-ingredients-for-moroccan-cooking-harissa-ras-el-hanout-saffron-brik,,0,0,0,0,0,0,0
The Book Has Arrived | The Food Lab,https://www.seriouseats.com/the-food-lab-book-has-arrived,,0,0,0,0,0,0,0
Cevapi (Southeastern European Meat and Onion Sausages) | Grilling,https://www.seriouseats.com/grilling-cevapi-southeastern-european-meat-and-onion-sausages,,0,0,0,0,0,0,0
How to Stock a Nigerian Store,https://www.seriouseats.com/how-to-stock-a-nigerian-store-5547807,,0,0,0,0,0,0,0
The Best Smooth Hummus Recipe,https://www.seriouseats.com/israeli-style-extra-smooth-hummus-recipe,"1/2 pound dried chickpeas (1 generous cup; 225g); see note,2 teaspoons (12g) baking soda, divided,Kosher salt,1 small onion, split in half,1 small stalk celery,1 small carrot,2 medium cloves garlic,2 bay leaves,1 1/2 cups (350ml) Tahini Sauce With Garlic and Lemon,Extra-virgin olive oil, for serving,Za'atar, paprika, warmed whole chickpeas, and/or chopped fresh parsley leaves, for serving",27,10,10 hrs 10 mins,111,5,16,4
How to Stock a Turkish Pantry: Flavorful Ingredients Worth Seeking Out,https://www.seriouseats.com/turkish-cooking-essential-ingredients,,0,0,0,0,0,0,0
Around the World in Hot Sauce: An Illustrated Tour of 18 Varieties,https://www.seriouseats.com/hot-sauces-around-the-world,,0,0,0,0,0,0,0
Choreg (Armenian Easter Bread) Recipe,https://www.seriouseats.com/choreg-armenian-easter-bread,"80g (2.8 ounces; a little over 1/3 cup) whole milk,40g (1.5 ounces; about 1/4 cup) bread flour,60g (2 ounces; 1/4 cup) whole milk,3 large eggs (165g),70g (2.3 ounces; about 1/3 cup) sugar,325g (11.25 ounces; about 2 1/2 cups) bread flour,9g (2 1/2 teaspoons) instant yeast,5g (1 1/2 teaspoons) whole nigella seeds,5g (1 1/2 teaspoons) mahlab seeds, ground,9g (1 tablespoon) Diamond Crystal kosher salt; for table salt use half as much by volume or the same weight,85g (3 ounces; 6 tablespoons) unsalted butter, cold, cut into 1/2-inch dice,1 large egg (55g), beaten with a pinch of kosher salt and 1 teaspoon (5ml) water,1 tablespoon (9g) hulled sesame seeds,1 teaspoon (3g) nigella seeds",0,12,24 hrs,226,7,30,9
Guide to Ramen Varieties,https://www.seriouseats.com/the-serious-eats-guide-to-ramen-styles,,0,0,0,0,0,0,0
Mustard Manual: Your Guide to Mustard Varieties,https://www.seriouseats.com/mustard-manual-guide,,0,0,0,0,0,0,0
Ultimate Vegan Ramen Recipe With Miso Broth,https://www.seriouseats.com/vegan-ramen-miso-creamy-vegan-vegetarian-food-lab-recipe,"1 small eggplant,1 medium skin-on yellow onion, split in half,2 whole heads garlic,1 (4-inch) knob ginger, cut into 1/4- to 1/2-inch slices lengthwise,1 tablespoon (15ml) vegetable or canola oil,Stems from 6 ounces (170g) fresh shiitake mushrooms (caps quartered and reserved for shiitake soy sauce, below),Stiff bottom stems from 6 ounces (170g) maitake or beech mushrooms (caps and tender stems reserved for roasted mushroom and sweet potatoes, below),1 (6-inch) segment kombu (see note),1/2 ounce (14g) dried porcini mushrooms,1/2 ounce (14g) dried shiitake mushrooms,6 leaves napa cabbage,1 leek, roughly chopped,6 scallions, roughly chopped,1 medium sweet potato, cut into 1/2-inch dice,Caps and tender stems from 6 ounces maitake or beech mushrooms (above),2 tablespoons (30ml) vegetable oil,1 tablespoon shichimi togarashi, plus more to serve (see note),Kosher salt,Caps from 6 ounces fresh shiitake mushrooms, quartered (above),1 (6-inch) segment kombu (see note),1 (4-inch) knob ginger, cut into 1/4- to 1/2-inch slices lengthwise,6 scallions, very roughly chopped,6 medium cloves garlic, unpeeled,1/2 cup (120ml) soy sauce,1/2 cup (120ml) mirin (see note),1/2 ounce (14g) dried porcini mushrooms,1/2 ounce (14g) dried shiitake mushrooms,6 scallions, very roughly chopped,1/2 cup (120ml) vegetable or canola oil,1 tablespoon toasted sesame seeds,1/4 cup white or yellow miso paste,3 tablespoons Japanese sesame paste or tahini,2 medium cloves garlic, finely minced,4 to 6 servings raw ramen noodles,1 cup very thinly sliced scallions or Tokyo negi",20,6,2 hrs 40 mins,900,27,114,39
33 Ice Cream Recipes to Chill With This Summer,https://www.seriouseats.com/ice-cream-recipes,,0,0,0,0,0,0,0
24 Great Hot Sauces Everyone Should Try,https://www.seriouseats.com/favorite-hot-sauces,,0,0,0,0,0,0,0
The Serious Eats Guide to Whole Grains,https://www.seriouseats.com/guide-to-whole-grains-ancient-grains-gluten-free-types-of-grains,,0,0,0,0,0,0,0
27 Homemade Savory Food Gifts for the Holidays,https://www.seriouseats.com/homemade-food-gifts,,0,0,0,0,0,0,0
Essential Indian Street Food,https://www.seriouseats.com/indian-street-food-snack-guide,,0,0,0,0,0,0,0
Tasting Tour: Eating on the Go in NYC,https://www.seriouseats.com/tasting-tour-eating-on-the-go-in-nyc,,0,0,0,0,0,0,0
"Essential Baking Ingredients for Cake, Cookies, Breads, and More",https://www.seriouseats.com/basic-essential-baking-ingredients,,0,0,0,0,0,0,0
18 Vegan Snack Recipes to Satisfy Every Craving,https://www.seriouseats.com/vegan-snack-recipes,,0,0,0,0,0,0,0
The Feast of the Seven Fishes,https://www.seriouseats.com/feast-of-the-seven-fishes-menu-5212393,,0,0,0,0,0,0,0
Ajji's Cooking: Preserving an Unsung Cuisine,https://www.seriouseats.com/ajji-and-deshastha-khandeshi-maharashtrian-indian-cuisines,,0,0,0,0,0,0,0
Authenticity? These Filipino Chefs Aren’t Concerned,https://www.seriouseats.com/authenticity-these-filipino-chefs-arent-concerned,,0,0,0,0,0,0,0
The Cuccia Connection: How a Sicilian Dessert Spans Generations,https://www.seriouseats.com/cuccia-sicilian-wheat-berry-ricotta-dessert,,0,0,0,0,0,0,0
I Grew Up Abroad. Do I Have a Cuisine?,https://www.seriouseats.com/i-grew-up-abroad-do-i-have-a-cuisine,,0,0,0,0,0,0,0
A Time of Plenty: Celebrating Nowruz in America,https://www.seriouseats.com/a-time-of-plenty-celebrating-nowruz-in-america,,0,0,0,0,0,0,0
Friday Night Meatballs: How to Change Your Life With Pasta,https://www.seriouseats.com/simpler-entertaining-friday-night-dinners-end-loneliness-how-to-build-community-after-having-kids,,0,0,0,0,0,0,0
Dispatches From the Silk Road: The Must-Try Uyghur Food of Kashgar,https://www.seriouseats.com/kashgar-uyghur-cuisine-silk-road-best-bites-travel,,0,0,0,0,0,0,0
"Leah Chase (1923–2019), in Her Own Words",https://www.seriouseats.com/leah-chase-interview,,0,0,0,0,0,0,0
"Ka’ak, and the Case for the Ancient Arabic Origins of the Bagel",https://www.seriouseats.com/kaak-ancient-bagel-arabic-origins,,0,0,0,0,0,0,0
"East, West, Then Backward: Falling for Groundnut Soup in Ghana",https://www.seriouseats.com/ghana-west-african-groundnut-soup-peanut-stew,,0,0,0,0,0,0,0
Mayela's Gift: Unwrapping Pastillas de Leche,https://www.seriouseats.com/pastillas-de-leche-history-memory-5183920,,0,0,0,0,0,0,0
Community Gardens Rise Up in the Face of Coronavirus and Covid-19,https://www.seriouseats.com/garden-coronavirus-immigrant-community,,0,0,0,0,0,0,0
Making Mom's Shrimp Dish My Own,https://www.seriouseats.com/making-moms-shrimp-dish-my-own,,0,0,0,0,0,0,0
"Knights, Horses, and...Hummus? An Evening at Medieval Times",https://www.seriouseats.com/medieval-times,,0,0,0,0,0,0,0
"Sweet, Memory: On the Subtle Magic of the Cookie Jar",https://www.seriouseats.com/cookie-jar-love-letter,,0,0,0,0,0,0,0
Pastrami Versus Corned Beef: A Guide to the Jewish Deli,https://www.seriouseats.com/guide-to-jewish-deli-food,,0,0,0,0,0,0,0
Around the World in Pancakes,https://www.seriouseats.com/pancakes-around-the-world,,0,0,0,0,0,0,0
The Best Things I Ate in Taiwan,https://www.seriouseats.com/what-to-eat-in-taiwan,,0,0,0,0,0,0,0
Editor's Picks: The Best Things I Ate in Japan,https://www.seriouseats.com/the-best-things-i-ate-in-japan-tokyo-kyoto-fukui-ishikawa,,0,0,0,0,0,0,0
The Best Things I Ate in Mexico City and Puebla,https://www.seriouseats.com/best-things-i-ate-in-mexico-city-puebla,,0,0,0,0,0,0,0
The 11 Best Things I Ate During My Cross-Country Road Trip,https://www.seriouseats.com/what-to-eat-on-road-trip-from-east-to-west-new-york-to-california,,0,0,0,0,0,0,0
The Best Dishes I Ate in Thailand,https://www.seriouseats.com/what-to-eat-in-thailand-bangkok,,0,0,0,0,0,0,0
Los Angeles in 3 Days: The 25 Best Bites in LA for $20 and Under,https://www.seriouseats.com/los-angeles-guide-25-best-bites-ed-levine-mission-impossible,,0,0,0,0,0,0,0
Things I Wish Existed: Shake Shack Double Double Animal Style,https://www.seriouseats.com/shake-shack-double-double-animal-style,,0,0,0,0,0,0,0
"The Best Fried Chicken Is Back, and I Almost Missed It",https://www.seriouseats.com/the-best-fried-chicken-willie-maes-scotch-house-new-orleans,,0,0,0,0,0,0,0
"The Best Breweries in Portland, Oregon",https://www.seriouseats.com/the-best-breweries-in-portland-oregon-5181726,,0,0,0,0,0,0,0
The Best Burritos in San Francisco,https://www.seriouseats.com/the-best-burritos-in-san-francisco-5181675,,0,0,0,0,0,0,0
The Best Gumbo in New Orleans,https://www.seriouseats.com/the-best-gumbo-in-new-orleans-5181606,,0,0,0,0,0,0,0
"The Best Ethiopian Restaurants in Washington, DC",https://www.seriouseats.com/the-best-ethiopian-restaurants-in-washington-dc-5181636,,0,0,0,0,0,0,0
The Best Deep-Dish Pizza in Chicago,https://www.seriouseats.com/the-best-deep-dish-pizza-in-chicago-5181624,,0,0,0,0,0,0,0
The Best New England Clam Chowder in Boston,https://www.seriouseats.com/the-best-new-england-clam-chowder-in-boston-5181678,,0,0,0,0,0,0,0
The 25 Best Things I Ate in Israel,https://www.seriouseats.com/snapshots-from-israel-best-things-i-ate-tel-aviv-jerusalem,,0,0,0,0,0,0,0
"12 Middle Eastern Recipes, From Baba Ganoush to Zhug",https://www.seriouseats.com/middle-eastern-recipes,,0,0,0,0,0,0,0
24 Delicious Eggplant Recipes That Everyone Will Love,https://www.seriouseats.com/eggplant-recipes,,0,0,0,0,0,0,0
Better Than Falafel? Israel's Sabich Sandwich Has My Vote,https://www.seriouseats.com/how-to-make-sabich-eggplant-pita-israeli-sandwich,,0,0,0,0,0,0,0
"15 Delicious Dips to Pair With Vegetables, Pita, and More",https://www.seriouseats.com/light-dips,,0,0,0,0,0,0,0
Eat More Fish: A Week's Worth of Pescatarian-Friendly Dishes,https://www.seriouseats.com/pescatarian-meal-plan-fish-seafood-recipes,,0,0,0,0,0,0,0
"Vegan Meal Plan: A Week of Delicious Breakfasts, Lunches, and Dinners",https://www.seriouseats.com/vegan-meal-plan,,0,0,0,0,0,0,0
How to Stock a Turkish Pantry: Flavorful Ingredients Worth Seeking Out,https://www.seriouseats.com/turkish-cooking-essential-ingredients,,0,0,0,0,0,0,0
18 Vegan Snack Recipes to Satisfy Every Craving,https://www.seriouseats.com/vegan-snack-recipes,,0,0,0,0,0,0,0
Serious Entertaining: How To Throw a Pizza Party,https://www.seriouseats.com/serious-entertaining-how-to-throw-a-pizza-party,,0,0,0,0,0,0,0
Where to Eat Turkish Food in NYC,https://www.seriouseats.com/best-turkish-food-restaurants-nyc,,0,0,0,0,0,0,0
"20 Chickpea Recipes: Falafel, Hummus, Channa Masala, and More",https://www.seriouseats.com/falafel-hummus-and-more-chickpea-recipes-we-love,,0,0,0,0,0,0,0
Vegetarian Meal Plan: What to Cook This Weekend and Beyond,https://www.seriouseats.com/vegetarian-meal-plan-meatless-recipes,,0,0,0,0,0,0,0
Pastrami Versus Corned Beef: A Guide to the Jewish Deli,https://www.seriouseats.com/guide-to-jewish-deli-food,,0,0,0,0,0,0,0
How to Stock a Vegan Pantry,https://www.seriouseats.com/how-to-stock-a-vegan-pantry-items-foods-beans-condiments-sauces,,0,0,0,0,0,0,0
20 Super Sandwich Recipes to Make You Love Lunch Again,https://www.seriouseats.com/sandwich-recipes,,0,0,0,0,0,0,0
Christmas Beef: A Delicacy for Only Me,https://www.seriouseats.com/christmas-beef-a-delicacy-for-only-me,,0,0,0,0,0,0,0
The Comfort Food Diaries: There's No Shame in Chipped Beef,https://www.seriouseats.com/comfort-food-diaries-chipped-beef,,0,0,0,0,0,0,0
All I Want Are Some Potato Skins,https://www.seriouseats.com/comfort-food-diaries-potato-skins,,0,0,0,0,0,0,0
Our Favorite Feature Stories of 2018,https://www.seriouseats.com/favorite-features-2018,,0,0,0,0,0,0,0
Plumbing the Depths of Miso Soup,https://www.seriouseats.com/miso-soup-history-how-to,,0,0,0,0,0,0,0
